,c_name,c_type,definition,relation,sub_name,link
560,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",composed of,Human Capital Compensation And Benefits Management,https://bian.org/servicelandscape-12-0-0/object_6.html?object=216568
561,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",is part of,Enterprise Enabling,https://bian.org/servicelandscape-12-0-0/object_25.html?object=147506
562,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Workforce Training,https://bian.org/servicelandscape-12-0-0/object_20.html?object=28841
563,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Employee Benefits,https://bian.org/servicelandscape-12-0-0/object_20.html?object=29196
564,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Product Expert Sales Support,https://bian.org/servicelandscape-12-0-0/object_21.html?object=32141
565,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Human Resources Direction,https://bian.org/servicelandscape-12-0-0/object_21.html?object=35089
566,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Employee Evaluation,https://bian.org/servicelandscape-12-0-0/object_21.html?object=37860
567,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Organization Direction,https://bian.org/servicelandscape-12-0-0/object_21.html?object=37986
568,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Product Training,https://bian.org/servicelandscape-12-0-0/object_22.html?object=39991
569,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Employee Certification,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40852
570,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Employee Data Management,https://bian.org/servicelandscape-12-0-0/object_22.html?object=40855
571,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Commissions,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43291
572,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Employee Assignment,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43900
573,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Employee Payroll And Incentives,https://bian.org/servicelandscape-12-0-0/object_22.html?object=43961
574,Human Capital Management,Capability,"Ability to acquire, train, compensate, provide benefit to, support the ongoing management and ultimate termination of the company’s personnel including full-time and temporarry staff and contractors. ",served by,Commission Agreement,https://bian.org/servicelandscape-12-0-0/object_22.html?object=44564
